symbol	CSC1_SC2	CSC1_SC3	CSC1_DC2	CSC1_DC3
MAP3K14	4.15289	4.40064	2.37494	2.75118
MAP3K14-AS1	2.52008	2.78266	1.30103	1.70863
MAP3K15	1.49809	1.44269	1.35381	1.25457
MAP3K19	0.032042	0.123254	0	0
MAP3K2	2.76075	3.00707	1.89065	2.17058
MAP3K3	1.22998	1.29391	1.37649	1.16218
MAP3K4	2.9412	3.2442	2.60145	2.64846
MAP3K5	3.51406	3.1106	2.5462	2.41872
MAP3K6	3.00412	2.94141	3.36884	3.05774
MAP3K7	2.93002	3.07246	2.51107	2.95571
MAP3K7CL	0	0.0363238	0.0287782	0.314007
MAP3K8	2.09251	2.14363	1.89759	2.38637
MAP3K9	1.36637	1.39283	0.306686	0.794126
MAP4	4.72958	5.06308	4.14772	5.64032
MAP4K1	0.246501	0.227444	0.42205	0.0736514
MAP4K2	3.60066	3.57715	3.12459	3.83372
MAP4K3	3.47756	3.90068	3.02008	3.80708
MAP4K4	2.72481	2.98664	2.29229	3.94912
MAP4K5	3.69241	4.30544	3.06806	3.27476
MAP6	0.0276474	0	0.10554	1.83573
MAP6D1	1.03029	1.07065	0.894173	1.2064
MAP7	5.06945	5.00761	4.62745	4.46288
MAP7D1	4.14322	4.52847	3.68058	4.94189
MAP7D2	2.18639	3.04679	1.61776	3.47918
MAP7D3	3.00396	3.11365	2.31918	2.54747
MAP9	0	0	0	0.010014
MAPK1	3.65561	3.92632	2.19536	3.40394
MAPK10	0	0	0	0
MAPK11	1.04781	1.64867	1.38109	2.89251
MAPK12	2.81841	3.46676	1.81902	3.40892
MAPK13	4.04569	3.82919	3.89619	3.94578
MAPK14	3.48564	3.56753	2.90583	3.2985
MAPK15	2.55364	4.81513	2.38277	1.95116
MAPK1IP1L	4.53703	4.46514	4.20939	4.0187
MAPK3	5.58929	5.32442	5.30171	5.48971
MAPK4	0.00778264	0.041995	0.0162341	0.0977211
MAPK6	4.33408	4.43355	3.36162	3.94063
MAPK7	2.27842	2.43487	2.24073	2.27318
MAPK8	3.16844	3.15049	2.40659	2.87446
MAPK8IP1	1.17306	1.6556	0.879916	1.23037
MAPK8IP2	0.759742	1.78516	0.89573	2.50887
MAPK8IP3	3.70223	3.66436	4.16518	3.74149
MAPK9	3.03989	3.01463	2.67657	2.937
MAPKAP1	4.51511	4.26284	4.58728	4.61666
MAPKAPK2	4.82307	5.13868	4.81907	4.82973
MAPKAPK3	4.64871	4.52293	4.12587	4.89155
MAPKAPK5	5.32871	5.34628	4.95547	4.78681
MAPKAPK5-AS1	3.77279	3.75129	3.42484	3.32438
MAPKBP1	2.55834	2.69903	2.2579	2.45542
MAPRE1	6.03649	6.23687	5.37864	5.96493
MAPRE2	3.91195	4.1248	2.95028	3.8839
MAPRE3	4.55884	4.57465	4.25917	4.33309
MAPT	0.253137	0.234691	0.09121	0.0263386
MAPT-AS1	0.0433403	0.0848212	0	0
MAPT-IT1	0.0243022	0.0241293	0	0
1-Mar	3.52949	3.30181	3.45308	3.48748
2-Mar	2.66487	2.79032	3.06043	2.61565
1-Mar	0.748266	1.02402	0.704002	0.655927
10-Mar	0	0	0	0
11-Mar	0	0	0	0
2-Mar	2.00923	1.80554	2.79333	2.74884
3-Mar	1.8605	1.93073	1.476	0.723394
4-Mar	0	0.0801859	0.0427964	1.51691
5-Mar	3.25567	3.4083	2.8853	3.21339
6-Mar	4.15828	4.27081	3.75046	3.60131
7-Mar	4.10086	4.52847	3.40922	3.91031
8-Mar	1.95766	1.92777	1.09661	1.19651
9-Mar	2.83948	2.5884	3.43934	2.39961
MARCKS	4.4829	4.23421	4.57553	5.19266
MARCKSL1	5.45519	5.40955	5.54726	5.15789
MARCO	0	0.0872881	0.409873	1.51824
MARK1	0.587405	0.766724	0.568034	0.562334
MARK2	4.01812	4.54266	3.63242	4.4007
MARK2P9	0.112686	0.0755613	0.0600326	0.075844
MARK3	5.46805	5.34352	5.0552	4.59087
MARK4	1.26851	1.44711	1.36032	1.88849
MARS	6.84731	6.53485	6.30855	6.4528
MARS2	2.56887	2.69758	2.16657	2.11676
MARVELD1	1.64198	1.525	2.14774	2.84947
MARVELD2	2.9628	3.12392	1.82205	2.15765
MARVELD3	1.83755	1.70881	2.3577	1.74463
MAS1	0	0	0	0
MAS1L	0	0	0	0
MASP1	0	0	0	0
MASP2	0.253966	0.209584	0.101939	0.231917
MAST1	0.129171	0.32258	0.300222	0.159226
MAST2	3.8049	3.67874	4.24407	4.19708
MAST3	1.61787	1.1751	2.17907	1.83296
MAST4	0.552496	0.479004	0.561591	0.52787
MASTL	3.17737	3.38723	2.4302	2.85391
MAT1A	0.084344	0.0735486	0.033675	0.0214808
MAT2A	5.87526	6.16322	5.75692	6.17326
MAT2B	4.50331	4.22003	4.41509	4.59154
MATK	3.48577	3.95376	3.74302	3.27079
MATN1	0.685864	0.560525	0.429029	0.242839
MATN1-AS1	1.94922	1.96235	1.87444	0.983797
MATN2	1.09217	1.31497	2.60176	2.77848
MATN3	0.0422985	0.11596	0.101138	0.540703
MATN4	0.0511367	0.0917658	0.0880097	0.075792
MATR3	5.98203	5.98665	5.55432	5.53378
MAU2	3.16099	3.24204	3.03955	2.96294
MAVS	2.94788	2.96002	3.15574	3.25176
MAX	4.97365	5.00601	4.64646	4.71467
MAZ	6.24445	5.91579	6.52259	6.07825
MB	0.151976	0.436096	0.30148	0.339959
MB21D1	3.29275	3.49054	2.40128	2.81179
MB21D2	3.50912	3.85972	2.14606	2.5659
MBD1	4.70967	4.53646	3.54433	3.92946
MBD2	4.29429	4.04751	4.68266	4.37496
MBD3	4.32051	4.06593	4.73294	4.32346
MBD3L1	0	0	0	0
MBD3L2	0	0	0	0.046821
MBD3L3	0	0	0	0
MBD3L4	0	0	0	0
MBD3L5	0	0	0	0
MBD4	3.93132	4.19656	3.90746	3.84776
MBD5	0.404494	0.291682	0.239271	0.172893
MBD6	4.26286	4.35245	4.16718	3.82776
MBIP	4.65017	4.94491	3.79134	3.44518
MBL1P	0	0	0	0
MBL2	0	0	0	0
MBLAC1	1.82634	1.75142	1.38836	1.19815
MBLAC2	0.837603	0.990189	1.08027	0.931093
MBNL1	4.82332	4.80922	4.13453	3.96417
MBNL1-AS1	1.25549	1.00358	0.518825	0.470409
MBNL2	3.1747	2.77158	1.86887	2.42455
MBNL3	1.54041	0.966969	1.5839	0.829751
MBOAT1	3.13928	2.71168	3.56407	3.15661
MBOAT2	1.17374	0.676628	1.50337	2.02524
MBOAT4	0.107048	0.166523	0.154186	0.0649625
MBOAT7	3.80135	3.51747	3.50024	4.44878
MBP	1.58579	1.40162	0.979924	1.01249
MBTD1	2.4763	2.64063	1.99813	1.81224
MBTPS1	3.0221	2.85626	2.76662	3.28589
MBTPS2	1.39531	1.37801	1.19223	1.50701
MC1R	1.5832	1.40578	2.11693	1.17138
MC2R	0	0	0	0
MC3R	0	0.0168263	0.0352299	0.175737
MC4R	0	0	0	0
MC5R	0	0	0.0853534	0.133278
MCAM	0.112003	0.126441	0.143457	0.920429
MCAT	2.13823	3.0045	2.2671	2.75898
MCC	0.0377061	0.0590165	0.0462639	0.0784563
MCCC1	4.45141	4.34294	3.48483	3.65678
MCCC2	5.12197	4.86069	4.5666	4.82293
MCCD1	3.27376	3.31992	3.87037	3.06732
MCEE	3.26053	3.06471	3.47483	2.55012
MCF2	0.141645	0.101228	0.0970979	0.088163
MCF2L	2.9345	2.55412	2.61885	1.66194
MCF2L-AS1	2.04133	1.70846	2.05091	1.23846
MCF2L2	0.290169	0.451809	0.10165	0.27978
MCFD2	3.90753	4.16443	3.63196	4.86638
MCHR1	0.015173	0.0299737	0	0.0151223
MCHR2	0	0	0	0
MCIDAS	1.09243	0.745832	1.1146	1.01819
MCL1	5.77325	5.8351	5.23313	5.35205
MCM10	3.06993	3.03246	2.57582	2.80148
MCM2	5.04599	4.82669	4.27462	4.66773
MCM3	6.09949	5.99044	5.86713	5.83704
MCM3AP	4.0175	4.00514	3.97473	4.0487
MCM3AP-AS1	2.69475	2.64346	2.69542	2.44532
MCM4	6.04309	5.95044	5.4308	5.40069
MCM5	4.93958	5.31487	4.79875	5.04831
MCM6	4.81903	4.71197	4.35789	4.28911
MCM7	7.18255	7.45753	6.61368	6.8342
MCM8	4.00812	4.22084	3.10837	3.38803
MCM9	1.52241	1.66829	1.2431	1.21148
MCMBP	4.80192	5.05122	4.31867	4.45269
MCMDC2	0.0357168	0.0354637	0.00942593	0.0355982
MCOLN1	2.55684	2.1436	3.21756	3.21527
MCOLN2	2.11804	1.09795	2.43102	0.737082
MCOLN3	0.363506	0.27337	0.530682	0.0866165
MCPH1	2.43741	2.76638	1.5395	1.97455
MCRS1	6.03134	5.89244	5.94829	5.85192
MCTP1	0.474703	0.481906	0.285929	0.205856
MCTP2	2.4398	2.71633	2.28627	1.98072
MCTS1	2.52491	2.42681	2.30363	2.33767
MCU	4.67491	4.64717	3.94735	4.05546
MCUR1	4.04408	3.89228	4.29314	4.29133
MDC1	2.48001	2.5157	1.98433	2.34194
MDFI	3.11038	3.41699	3.46932	4.27052
MDFIC	0	0.0137494	0.00363429	0.0274731
MDGA1	0.00414339	0.00616616	0.00865465	0.00412948
MDGA2	0	0	0	0
MDH1	7.31119	7.02881	7.19184	7.09413
MDH1B	0.0921637	0.0388425	0.0164973	0.0466628
MDH2	7.80628	7.97507	6.97245	7.49759
MDK	7.21344	7.34114	7.72668	8.25035
MDM1	2.02409	1.6652	1.97076	1.63744
MDM2	2.83114	2.90486	2.71853	2.62163
MDM4	1.99671	2.25595	1.99964	1.86498
MDN1	3.12138	3.50336	2.46266	2.63589
MDP1	3.77618	3.50562	3.75189	2.86512
MDS2	0.169566	0.506911	0.143222	0.136769
ME1	4.89868	4.30891	4.85971	5.29261
ME2	3.83535	3.24191	3.42648	3.48647
ME3	3.56441	3.96991	3.64893	4.48613
MEA1	5.52103	5.54348	5.81216	5.76922
MEAF6	3.46346	3.62486	3.55488	3.52326
MECOM	3.74531	3.47837	3.31344	3.08944
MECP2	2.37815	2.44243	2.22295	2.1728
MECR	4.22326	4.05069	3.73846	3.54591
MED1	3.13058	3.36266	2.19269	2.50704
MED10	5.10088	5.19483	5.12029	5.22772
MED11	3.93599	3.4899	4.09543	3.66551
MED12	3.13333	3.00358	2.74424	2.67933
MED12L	0.0212695	0.0105977	0.00373074	0.00532891
MED13	3.71796	3.92928	2.63359	2.68417
MED13L	3.54066	3.83163	2.7347	2.99868
MED14	3.7141	3.46163	3.21365	3.10582
MED15	4.92614	4.99916	5.12725	5.60136
MED16	4.24624	4.00627	4.02476	4.21034
MED17	3.46463	4.19368	3.11546	3.50682
MED18	2.97454	3.06919	2.32563	2.52426
MED19	3.48472	3.80933	2.91115	3.54634
MED20	2.95529	3.05803	2.18318	2.60761
MED21	3.4499	3.51776	3.16201	3.1517
MED22	4.28137	2.78631	2.41289	2.67666
MED23	3.01029	3.23715	2.47196	2.53391
MED24	4.66684	4.33256	4.43639	4.40746
MED25	5.44255	5.09434	5.43932	5.37441
MED26	2.79947	2.97263	2.43563	2.32577
MED27	1.38025	1.36479	1.457	1.6413
MED28	4.1159	4.01692	3.22926	3.2205
MED29	3.86742	3.80867	3.45485	3.42897
MED30	5.14757	5.20094	4.88495	4.68465
MED31	2.40613	2.24482	2.40936	2.38951
MED4	4.6921	4.55069	4.5637	4.14711
MED4-AS1	5.22138	5.02806	5.12982	4.77732
MED6	5.10009	4.90237	4.9016	4.52165
MED7	2.72012	2.69595	2.20331	2.4843
MED8	4.71504	4.74634	4.33539	4.60146
MED9	2.67056	2.85792	2.27171	2.30485
MEDAG	0	0	0.00806514	0
MEF2A	2.39562	2.48583	2.42455	2.57911
MEF2B	2.31394	2.35344	2.35306	1.89132
MEF2BNB	2.99007	2.80898	3.0173	3.21487
MEF2BNB-MEF2B	2.7084	2.65223	2.67456	2.68014
MEF2C	1.59162	1.68425	0.850448	1.26669
MEF2D	2.72356	2.65468	2.15952	2.51714
MEFV	0.0181157	0.00602047	0.00634239	0.0120619
MEG3	0.0226075	0.0224465	0	0
MEG8	0	0.520154	0	0
MEG9	0.171395	0.371654	0	0.0138852
MEGF10	0.00480114	0	0.00251306	0
MEGF11	0.0370167	0.0397754	0.0545205	0.183949
MEGF6	2.4002	2.44121	2.83372	2.44981
MEGF8	1.42518	1.19798	1.25505	1.29649
MEGF9	1.98318	2.16982	1.45931	1.40749
MEI1	0.0319339	0.0361805	0.176882	0.0717437
MEIG1	0.386711	0.384275	0.254516	0.362836
MEIOB	0.113907	0.0525206	0.149746	0.190839
MEIS1	0.529001	0.413391	0.353877	0.268636
MEIS1-AS3	0.00898833	0.00892404	0	0
MEIS2	0.983267	0.354345	0.648672	0.434665
MEIS3	0.15362	0.0982219	0.318958	0.580211
MEIS3P1	0.0128829	0.00640958	0.0134731	0.0875671
MELK	4.31393	4.12503	4.52269	4.4286
MEMO1	4.09476	4.09979	4.29182	4.21946
MEN1	4.1297	4.42483	4.38573	4.71895
MEOX1	0	0	0	0
MEOX2	0	0.0153933	0	0
MEP1A	2.19446	2.33279	3.12911	1.47416
MEP1B	1.45436	0.944453	2.25528	0.743224
MEPCE	4.52136	4.62616	4.41269	4.14163
MEPE	0	0	0	0
MERTK	2.13461	2.51085	1.83215	3.05829
MESDC1	3.48996	3.52401	3.66862	3.67892
MESDC2	3.51322	3.68981	3.74625	3.95043
MESP1	2.74392	2.38525	3.59738	1.78654
MESP2	0.110374	0.120128	0.262556	0.0993849
MEST	4.91623	4.91949	4.94967	4.77751
MESTIT1	0.586655	0.770663	0.31479	0.42076
MET	4.04209	3.94902	3.88122	4.58953
METAP1	4.96155	5.04152	4.42781	4.64871
METAP1D	0.882321	0.769474	1.22425	0.414539
METAP2	5.0137	5.1663	4.38745	4.88765
METRN	4.99953	4.78893	5.33224	5.05339
METRNL	4.38249	4.474	5.25046	4.68571
METTL1	4.95866	5.27944	4.70286	4.17108
METTL10	2.69336	2.74206	2.61655	2.57045
METTL11B	0	0.0385974	0.0406369	0.0387437
METTL12	2.07907	2.15402	1.99845	1.94299
METTL13	3.61915	3.91247	3.02729	3.44956
METTL14	3.50188	3.74058	2.95952	3.26989
METTL15	1.76787	1.66524	1.66628	1.74054
METTL16	2.8707	3.03864	2.00491	2.16756
METTL17	6.29137	5.84665	6.09622	5.31456
METTL18	2.33534	2.27656	1.81772	1.99176
METTL20	0.362272	0.373464	0.172562	0.125379
METTL21A	2.49847	2.79728	1.46216	1.41083
METTL21B	1.40392	1.61764	1.41177	1.49132
METTL21C	0	0	0	0.0330433
METTL21D	3.50105	3.3947	2.7673	2.14036
METTL21EP	0.0158975	0.0468432	0.016625	0
METTL22	4.00397	3.73902	2.92376	3.06325
METTL23	3.9765	3.78662	3.83392	3.75259
METTL24	0	0	0	0.033073
METTL25	1.99238	1.68283	1.94864	1.32877
METTL2A	3.99957	4.21398	3.28927	3.44187
METTL2B	4.46887	4.58901	3.57279	3.78912
METTL3	5.318	4.89487	5.34579	4.67277
METTL4	1.69365	1.46742	1.78839	1.5806
METTL5	6.21374	6.14195	6.43111	6.11971
METTL6	2.45275	2.34805	2.13899	2.3597
METTL7A	1.57525	1.79112	1.41141	0.621518
METTL7B	4.94787	4.83137	5.93543	4.91748
METTL8	1.46412	1.39627	1.41074	1.28731
METTL9	7.19557	7.12781	6.03652	6.17566
MEX3A	0.614716	0.77415	0.556194	0.459658
MEX3B	0.0912782	0.0660306	0.160484	0.0155675
MEX3C	3.3373	3.02581	2.53534	3.10023
MEX3D	2.83053	2.94035	2.64331	2.46479
MFAP1	4.25446	4.53282	3.69053	4.47087
MFAP2	1.05468	2.06526	0.749371	0.923464
MFAP3	2.27664	2.48311	1.54957	1.94081
MFAP3L	0.0681338	0.0586151	0.142048	0.640296
MFAP4	0.296585	0.270225	0.222055	0.382156
MFAP5	0	0	0.0972527	2.73282
MFF	5.13704	4.92869	5.26978	5.0074
MFGE8	2.03702	2.87248	2.43622	5.13707
MFHAS1	2.04347	1.9056	1.04488	2.09743
MFI2	2.53924	3.9011	2.76781	5.20624
MFI2-AS1	2.4801	3.62834	3.08903	4.12241
MFN1	3.32645	3.5746	2.75681	3.27898
MFN2	4.80794	5.00353	4.42492	4.71905
MFNG	0.890888	1.46575	1.07561	0.836318
MFRP	0	0	0	0
MFSD1	4.73606	4.99175	4.09435	4.79568
MFSD10	4.38356	4.19421	4.42663	4.53447
MFSD11	2.68678	2.56769	2.48466	3.10781
MFSD12	4.19958	4.37266	4.49454	5.20645
MFSD2A	3.48339	3.59895	3.04993	2.12618
MFSD2B	0.0482019	0	0.0749286	0.0945366
MFSD3	4.25862	4.30313	4.41036	3.8437
MFSD4	0.229377	0.258191	0.274719	0.236333
MFSD5	3.27203	3.5089	3.49862	3.69797
MFSD6	2.4409	2.30665	2.3105	2.42554
MFSD6L	0.467925	0.590019	0.564145	0.524886
MFSD7	0.724306	0.602116	1.08414	0.431784
MFSD8	1.94033	1.64324	1.89109	1.90787
MFSD9	2.85006	2.98849	2.04761	2.38856
MGA	1.56836	1.61319	1.41024	1.44558
MGAM	0.404872	0.603819	0.548797	0.527081
MGARP	0.0935078	0	0.0285867	0.0272496
MGAT1	3.85419	3.66657	3.96656	4.36588
MGAT2	3.57974	3.45585	3.23974	3.25569
MGAT3	1.33945	1.16232	2.37906	2.17
MGAT4A	2.96265	2.59201	3.10767	3.03708
MGAT4B	6.78488	6.45825	7.1641	6.85526
MGAT4C	0	0	0	0
MGAT5	3.46664	3.91768	2.94516	3.00303
MGAT5B	0	0	0	0.100561
MGC12916	0	0	0.00960389	0
MGC15885	0.598901	0.531021	0.0968708	0.319785
MGC16025	0.13271	0.0508465	0.0270089	0.00863278
MGC16142	0.353666	0.427352	0.34464	0.236324
MGC16275	0.65273	0.891117	0.6472	0.553336
MGC21881	1.11188	0.985858	1.13695	0.68559
MGC27345	0.964845	1.05748	1.07905	1.0864
MGC27382	0.0307022	0.0153226	0.109357	0
MGC2752	1.86301	1.64335	1.57	1.68361
MGC2889	0.0496704	0.00833798	0	0.0166916
MGC32805	1.44256	1.59372	1.84674	1.70843
MGC34034	0	0.00520711	0	0
MGC34796	0	0	0	0
MGC39372	0.0859463	0.11271	0.267031	0.230616
MGC45800	0.00744255	0.0365736	0.0460874	0.798841
MGC45922	0.349015	0.200943	0.193008	0.235483
MGC57346	1.50515	1.57971	1.26642	1.47066
MGC72080	4.02881	3.86163	4.6413	4.63298
MGEA5	4.54794	4.5261	4.31729	4.67107
MGLL	1.40694	1.10688	2.56449	3.81325
MGME1	3.81678	3.71161	3.81463	3.78928
MGMT	4.72549	4.66036	4.71018	4.29564
MGP	0.0261972	0	0.0542729	0.113944
MGRN1	3.67805	3.61848	3.51501	3.99762
MGST1	7.52188	6.98928	7.0621	7.04714
MGST2	5.85004	5.54924	6.26811	5.66133
MGST3	6.72068	6.35742	6.52382	6.50056
MIA	0	0.137677	0.0596313	0.989188
MIA-RAB4B	3.13012	2.9338	3.76049	3.75978
MIA2	1.73569	1.35358	0.856464	1.33151
MIA3	3.56934	3.50975	3.13753	3.09056
MIAT	0.113392	0.132471	0.0576822	0.0654189
MIB1	2.52906	2.49727	1.81303	2.30282
MIB2	5.18934	4.94532	5.57912	4.75411
MICA	5.09432	5.13904	5.35266	5.27071
MICAL1	3.99376	3.90086	4.44559	4.75301
MICAL2	3.49315	4.45118	2.53692	4.20173
MICAL3	2.75183	2.719	2.97209	3.06958
MICALCL	0.907072	1.11475	0.735205	0.983412
MICALL1	1.90023	2.60097	1.55017	3.16128
MICALL2	5.61516	5.78701	5.9608	5.82068
MICB	3.39544	3.36324	3.8128	3.42043
MICU1	4.3506	4.16857	4.00349	4.09265
MICU2	4.76064	4.40489	4.10422	4.22641
MICU3	0	0	0	0
MID1	2.83741	2.82972	2.20856	2.57663
MID1IP1	3.47655	3.24321	3.04651	2.80749
MID2	0.0671824	0.213513	0.0828342	0.261629
MIDN	4.69572	4.82415	4.82624	4.75538
MIEN1	9.08253	9.06077	9.34426	9.33891
MIER1	1.31648	1.50442	0.466479	0.727442
MIER2	2.8784	2.95415	2.85855	2.7309
MIER3	3.14828	3.6926	3.13673	3.07506
MIF	8.90026	8.74559	9.01539	8.34212
MIF4GD	4.12929	4.00037	3.71307	3.75296
MIIP	4.41743	4.23812	4.58913	4.33944
MILR1	0	0.164684	0	0.139017
MIMT1	0	0	0	0
MINA	3.1863	3.2588	3.23836	3.05446
MINK1	5.21584	4.92169	5.21016	5.21468
MINOS1	4.77145	4.61216	5.25579	4.68547
MINOS1-NBL1	6.38852	6.06559	7.04185	6.69512
MINOS1P1	0.0865441	0.0239508	0.0500129	0.0786294
MINPP1	2.51987	2.41484	2.58707	2.51475
MIOS	3.75575	4.15258	3.5072	4.06945
MIOX	0.0254924	0.0867117	0.235301	0.25754
MIP	0.0418989	0.0686857	0.0722758	0.0279739
MIPEP	4.36203	3.97903	4.08902	3.85812
MIPEPP3	1.71716	1.67149	0.816783	1.10928
MIPOL1	1.56185	1.07123	1.00593	0.640475
MIR1-1	0	0	0	0
MIR1-2	2.15895	2.15089	0.705322	1.23368
MIR100	0	0	0	0
MIR100HG	0.0119421	0.0236168	0	0
MIR101-1	0	0	0.237128	0
MIR101-2	5.11787	5.47452	4.76119	4.42774
MIR103A1	3.32651	3.99994	2.45051	2.52261
MIR103A2	4.62333	4.90002	4.4223	4.63777
MIR103B1	3.62791	4.31253	2.72654	2.80137
MIR103B2	4.93276	5.22128	4.73964	4.95704
MIR105-1	0.39645	0	0	0
MIR105-2	0.39645	0.210386	0	0
MIR106A	0	0	0	0
MIR106B	7.56635	7.8124	7.27383	7.24505
MIR107	1.45389	1.7463	1.79957	1.27406
MIR10A	0.949755	1.18376	0.57261	0.762399
MIR10B	0	0	0.165819	0
MIR1178	2.66646	2.55853	1.54302	2.34147
MIR1179	0	0	0	0
MIR1180	4.1613	3.92517	4.0131	3.84003
MIR1181	6.59736	6.46931	6.70344	6.73383
MIR1182	2.84926	3.1483	3.8616	3.1317
MIR1184-1	4.84885	4.43835	5.9103	6.12634
MIR1184-2	4.18648	3.7643	5.26126	5.27248
MIR1184-3	4.18648	3.7643	5.26126	5.27248
MIR1185-1	0	0	0	0
MIR1185-2	0	0	0	0
MIR1193	0	0	0	0
MIR1197	0	0	0	0
MIR1200	0.419077	0	0	0
MIR1203	0	0	0	0
MIR1204	5.99767	5.94362	5.90671	5.90387
MIR1205	5.87129	5.53659	5.41561	4.846
MIR1206	6.07999	5.74394	6.04821	5.4963
MIR1207	5.75886	5.47764	6.19735	5.47355
MIR1208	0	0	0	0
MIR122	0	0	0	0
MIR1224	0.680562	0.201144	1.81641	0.678737
MIR1225	3.1878	2.18029	3.84783	3.27087
MIR1226	5.42669	5.95908	5.72265	5.66394
MIR1227	5.95728	5.93348	5.4821	5.45743
MIR1228	1.46185	2.10764	1.407	1.36393
MIR1229	7.08896	6.57814	7.735	7.29088
MIR1231	0	0	0	0
MIR1233-1	8.41782	8.5599	8.96486	8.37965
MIR1233-2	10.3898	10.6047	11.0449	10.4098
MIR1234	4.83793	5.22241	4.56374	4.32168
MIR1236	6.08868	6.16371	5.47505	5.77982
MIR1237	4.156	4.47214	4.38092	4.89653
MIR1238	4.53744	4.53706	4.56069	4.27072
MIR124-1	0	0	0	0
MIR124-2	0	0	0	0
MIR124-3	0	0	0	0
MIR1243	0	0	0	0
MIR1244-1	11.0747	10.7103	11.3883	10.7819
MIR1244-2	2.42592	3.02393	3.06225	2.61763
MIR1244-3	10.0852	9.75805	10.3773	9.78155
MIR1245A	0	0	0	0
MIR1245B	0	0	0	0
MIR1246	0	0	0	0
MIR1247	0	0	0	0
MIR1248	7.59253	7.73055	6.09797	6.52993
MIR1249	3.03222	4.35478	3.22082	4.55069
MIR1250	0.154909	0.536205	0.307007	0.154415
MIR1251	0	0	0	0
MIR1252	0.479349	1.12026	0.270383	0.986938
MIR1253	0	0	0	0
MIR1256	0	0	0	0
MIR1257	0.285642	0.283781	0	0
MIR1258	0	0	0	0
MIR125A	0	0	0	0
MIR125B1	0	0	0	0
MIR125B2	0	0	0	0
MIR126	7.79091	6.92937	7.13443	6.79357
MIR1260A	0	0	0	0
MIR1260B	0.517785	1.77781	1.0383	1.78173
MIR1262	3.16804	2.86593	2.48804	2.23455
MIR1264	0	0	0	0
MIR1265	0	0	0	0
MIR1266	2.22022	3.04732	0.711948	2.3078
MIR127	0	0.47851	0	0
MIR1270-1	0	0	0	0
MIR1270-2	0	0	0	0
MIR1272	0	0	0	0
MIR1275	0	0	0	0
MIR1276	0.388073	1.96757	1.3864	1.15732
MIR1277	1.4887	1.97624	0.754539	0.8626
MIR1278	4.16351	4.16638	2.61536	3.87885
MIR1279	3.39276	3.41145	3.13417	3.27019
MIR128-1	4.23322	3.87256	2.60056	3.53433
MIR128-2	0	0	0	0
MIR1281	2.11129	2.45271	0.319753	0.773324
MIR1282	9.75065	9.72855	10.3102	9.97579
MIR1283-1	0	0	0	0
MIR1283-2	0	0	0	0
MIR1284	1.49291	1.53979	1.0817	1.11782
MIR1286	0	0.984201	1.24743	0.986938
MIR1287	1.51104	0.885799	1.6929	1.64506
MIR1288	3.32934	2.68389	2.40257	2.61029
MIR1289-2	0	0	0	0
MIR129-1	0	0	0	0
MIR129-2	0	0	0	0
MIR1291	5.89	6.13214	5.14962	5.1668
MIR1292	5.54247	5.82977	4.89853	5.36566
MIR1293	6.51385	6.86229	5.03135	5.87566
MIR1295A	0	0	0	0
MIR1295B	0	0	0	0
MIR1296	0.762244	1.61983	0	0.760252
MIR1297	0	0	0	0
MIR1298	0	0	0	0
MIR1301	0.700276	0.38975	0.407938	1.06333
MIR1304	6.49117	6.89246	6.02992	6.22745
MIR1305	0	0	0	1.12929
MIR1306	3.26144	4.24437	3.12495	3.36617
MIR1307	5.6998	5.61871	5.85376	5.7466
MIR130A	0	0	0	0
MIR130B	0.209396	0.207997	0	0
MIR132	0.172256	0	0	0
MIR1322	4.70466	4.74372	4.58631	3.94335
MIR1323	0	0	0	0
MIR1324	0	0	0.188484	0
MIR133A1	2.12026	2.11227	0.686177	1.20513
MIR133A2	0	0	0	0
MIR133B	0	0	0	0
MIR134	0	0	0	0
MIR1343	3.90964	4.05252	3.03169	3.84535
MIR135A1	2.77296	2.9602	3.53229	3.65889
MIR135A2	0	0	0	0
MIR135B	0.338108	0.335943	0	0.17837
MIR136	0	0.207997	0	0
MIR137	0	0	0	0
MIR137HG	0	0	0	0
MIR138-1	0	0	0	0
MIR138-2	0	0	0	0.204106
MIR139	0	0	0	0
MIR140	1.54662	1.87599	0.851118	1.66456
MIR141	2.44608	2.5072	2.1782	1.59246
MIR142	1.38929	1.38287	1.58595	1.12026
MIR143	0	0	0	0
MIR143HG	0	0	0	0
MIR144	0	0	0	0
MIR145	0	0	0	0
MIR1468	0	0	0	0
MIR1469	3.84336	3.27176	2.23448	3.63315
MIR146A	0	0	0	0
MIR146B	0	0	0	0
MIR1470	0	0	0	0
MIR1471	0	0	0	0
MIR147A	0	0	0	0
MIR147B	8.30932	8.12177	9.32893	8.97993
MIR148A	0	0	0	0
MIR148B	5.74224	5.66423	4.87876	5.23346
MIR149	2.05873	2.28034	1.89133	4.62449
MIR150	0	0	0	0
MIR152	0	0	0	0
MIR153-1	0	0	0	0
MIR153-2	0.668035	1.80112	0.547954	0.79382
MIR1537	0.879641	1.62514	0.730256	1.17354
MIR1538	0	0	0	0
MIR1539	1.83258	0.81804	1.52394	1.01525
MIR154	0	0	0	0
MIR155	0	0.666239	0	0
MIR155HG	0.888771	1.33746	0.999909	0.668045
MIR15A	3.24606	3.28292	3.28051	3.71704
MIR15B	4.00276	4.27995	3.09076	3.3389
MIR16-1	3.15632	3.1929	3.19051	3.62426
